Academic Term,Course Campus,Course Identification,Subject,Subject Description,Course Number,Status,Status Description,Schedule Type,College,College Description,Dept,Department Description,Minimum Credit,Maximum Credit,Title Short Description,Title Long Description,Course Description,Default Grade Mode Description
Fall 2023,Beaufort,MATHB499,MATH,MATH - Mathematics,B499,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2MCS,USC-B Math & Comp Sci,2,,Senior Thesis,Senior Thesis,"(Prerequisite: MATH B497) The senior thesis provides a capstone experience for Mathematics majors. Students will work independently and with the
professor to complete a substantial expository or research project.",Pass/Fail
Fall 2023,Beaufort,MGMTB300,MGMT,MGMT - Management,B300,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Careers in Business,Careers in Business,"(Prerequisite: Junior standing) An introduction to career opportunities and the career placement process in business.
",Standard Letter
Fall 2023,Beaufort,MGMTB355,MGMT,MGMT - Management,B355,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Intro Health Care Management,Introduction to Health Care Management,"(Prerequisite: Junior Standing) This course will provide students with the opportunity to develop a general understanding of the health care industry
and managerial and organizational aspects of health care organizations. Students will learn to apply management concepts, processes, and theoretical ideas in addressing management problems in health care organizations and in the operation of health care systems. Course activities will enable students to learn the importance of identifying and managing finite resources, complying with ethical and legal standards, and recognizing tradeoffs between patient care and financial accountability.
",Standard Letter
Fall 2023,Beaufort,MGMTB371,MGMT,MGMT - Management,B371,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Principle Mgmt and Leadership,Principles of Management and Leadership,"(Prerequisite: Junior standing) A comprehensive survey of the basic principles of management and leadership applicable to all forms of business. The
course provides the student with a basis for thinking about complex business situations in the framework of analysis of the management and leadership process.",Standard Letter
Fall 2023,Beaufort,MGMTB374,MGMT,MGMT - Management,B374,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Human Resource Management,Human Resource Management,"(Prerequisite: MGMT B371) A development of an understanding of personnel administration as a staff function through a study of modern-day concepts and practices. Topics include: research and standards, employment, training and education, safety and health, employee services and industrial relations.",Standard Letter
Fall 2023,Beaufort,MGMTB376,MGMT,MGMT - Management,B376,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Organization Behavior,Organization Behavior,"(Prerequisite: MGMT B371) A study of the process of integrating people into a work situation that motivates them to work together productively,
cooperatively and with economic, psychological and social satisfaction.
",Standard Letter
Fall 2023,Beaufort,MGMTB401,MGMT,MGMT - Management,B401,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Topics in Entrepreneurship,Topics in  Entrepreneurship,"(Prerequisites: MKTG B350, MGMT B376) Relevant selected issues and topics of interest in management. Issues and concepts of the business world are explored with film profiles, case histories and readings. May be repeated under different topics.",Standard Letter
Fall 2023,Beaufort,MGMTB403,MGMT,MGMT - Management,B403,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Leadership in Organizations,Leadership in Organizations,"(Prerequisite: MGMT B371) Reviews research and practice in organizational leadership; provides students with self-assessment, developmental
exercises and case studies to prepare for leadership roles.",Standard Letter
Fall 2023,Beaufort,MGMTB404,MGMT,MGMT - Management,B404,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,"Pay, Rewards, and Comp Mgmt","Pay, Rewards, and Compensation Management",An examination of how organizations use pay and other types of rewards (both intrinsic and extrinsic) to affect employee motivation and behavior.,Standard Letter
Fall 2023,Beaufort,MGMTB411,MGMT,MGMT - Management,B411,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,International Management,International Management,"(Prerequisite: Junior standing) This course will apply the basic principles of management and leadership to the firm operating internationally. Emphasis is placed on the management functions of leading, planning, organizing and controlling, as well as the conduct of labor relations, within the framework of a multicultural environment.
",Standard Letter
Fall 2023,Beaufort,MGMTB473,MGMT,MGMT - Management,B473,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Mgmt Operations of Small Bus,Management and Operations of Small Business,"(Prerequisites: MGMT B371) Analysis of the management and operations of a small business. The course includes the study of an existing small business. The areas of management, finance, marketing and credit as they apply to a small business are studied.",Standard Letter
Fall 2023,Beaufort,MGMTB475,MGMT,MGMT - Management,B475,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Operations & Supply Chain,Operations and Supply Chain Management,"(Prerequisites: MGMT B371 and STAT B201) A study of the strategic, operating and control decisions involved in manufacturing and service
organizations. Topics include forecasting, process development, production technology, resource allocation, facility planning, facility layout, planning
systems, inventory systems, resource requirements planning systems, shop floor planning, scheduling operations, just-in-time manufacturing, materials management, productivity control, quality management, quality control, project management and lean Six Sigma.
",Standard Letter
Fall 2023,Beaufort,MGMTB476,MGMT,MGMT - Management,B476,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Supply Chain Mgmt: Logistics,Supply Chain Management: A Logistics Perspective,"(Prerequisite: MGMT B475) A strategic managerial emphasis that combines strategy.
",Standard Letter
Fall 2023,Beaufort,MGMTB477,MGMT,MGMT - Management,B477,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Organization Theory,Organization Theory,"(Prerequisite: MGMT B376) A conceptual framework for the orderly analysis of management functions through studies in organization planning and
control theories.",Standard Letter
Fall 2023,Beaufort,MGMTB478,MGMT,MGMT - Management,B478,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Strategic Management,Strategic Management,"(Prerequisites: MKTG B350, BADM B363, MGMT B376 and Senior standing) A study of the strategic management process and of the formulation and
application of functionally integrated business policy by top management. Emphasis is on decision-making in the face of changing conditions.",Standard Letter
Fall 2023,Beaufort,MGSCB290,MGSC,MGSC - Management Science,B290,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Computer Info Systems in Bus,Computer Information Systems in Business,"Concepts and techniques of business problem solving using microcomputers. Introduction to the PC operating environment, basic information system
concepts and spreadsheet, presentation, database and word processing software.",Standard Letter
Fall 2023,Beaufort,MGSCB390,MGSC,MGSC - Management Science,B390,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Mgmt Information Systems,Management Information Systems,"(Prerequisite: MGSC B290 or CSCI B101) A study of the concepts, interactions and functions of major business systems with particular emphasis on the problems and issues related to computer based systems. Included are concepts of designing information systems, collecting and processing data,
reporting results of operations and controlling the business organization.",Standard Letter
Fall 2023,Beaufort,MKTGB350,MKTG,MKTG - Marketing,B350,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Principles of Marketing,Principles of Marketing,"(Prerequisites: ECON B221) Principles and concepts underlying marketing functions, including the conception, pricing, promotion and distribution of
products and services and the role of marketing in society.
",Standard Letter
Fall 2023,Beaufort,MKTGB352,MKTG,MKTG - Marketing,B352,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Intro to Marketing Research,Introduction to Marketing Research,"(Prerequisites: MKTG B350 and STAT B201) Principles and concepts underlying marketing functions, including the conception, pricing, promotion and distribution of products and services and the role of marketing in society.",Standard Letter
Fall 2023,Beaufort,MKTGB355,MKTG,MKTG - Marketing,B355,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Healthcare Marketing,Healthcare Marketing,"An examination of the segmentation, brand image management, and positioning strategies that underlie the strategic marketing practices of healthcare organizations. Topics include basic principles and key concepts related to the design and implementation of marketing efforts in healthcare organizations. The goal is to understand the process involved in the development and analysis of strategic healthcare marketing plans.
",Standard Letter
Fall 2023,Beaufort,MKTGB453,MKTG,MKTG - Marketing,B453,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Sales Management,,"(Prerequisite: MKTG B350) This course is intended to provide the student with an understanding of the fundamentals of sales management including
the recruitment, training, motivation, compensation and evaluation of a sales force.",Standard Letter
Fall 2023,Beaufort,MKTGB454,MKTG,MKTG - Marketing,B454,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Mktg Communications Strategy,Marketing Communications and Strategy,"(Prerequisite: MKTG B350) Integration of advertising, sales promotion, and point-of-purchase communications toward the goal of enhancing brand
equity.
",Standard Letter
Fall 2023,Beaufort,MKTGB455,MKTG,MKTG - Marketing,B455,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Consumer Behavior,Consumer Behavior,"(Prerequisite: MKTG B350) The principal objective of study is the consumer decision process as examined in a marketing context. Selected concepts
from psychology, sociology, anthropology and behavioral disciplines are analyzed to develop the student's ability to understand and predict reactions
of consumers to marketing decisions.",Standard Letter
Fall 2023,Beaufort,MKTGB457,MKTG,MKTG - Marketing,B457,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Personal Selling and Sales,Personal Selling and Sales,(Prerequisite: MKTG B350) This course is a comprehensive survey of the basic process of personal selling and sales management applicable to all forms of business. The course is intended to provide the student with a basis for developing personal selling skills as well as understanding the fundamentals of sales management.,Standard Letter
Fall 2023,Beaufort,MKTGB465,MKTG,MKTG - Marketing,B465,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Mkting Strategy and Planning,Marketing Strategy and Planning,"(Prerequisite: MKTG B352) Management of marketing organizations and integration of functions, with emphasis on planning and designing strategies
and applying tools and techniques for problem solving and decision making.",Standard Letter
Fall 2023,Beaufort,MKTGB474,MKTG,MKTG - Marketing,B474,A,Active,Lecture,2A,Univ of S Carolina Beaufort,2BUC,USC-B Business & Comm,3,,Sports Marketing,Sports Marketing,"(Prerequisite: MKTG B350) A study of promotion, sales, and sponsorship strategies utilized in both the marketing of sports (events and properties) and marketing through sports (building brands via alignment with a sports property).",Standard Letter
