CourseID,CourseNumber,Title,MinCreditHours,MaxCreditHours,CourseDescription,GradeType,Course_type,SubjectID
678,B411,Intro to Clinical Psychology,3,NULL,(Prerequisite: PSYC B311 and B341 or consent of instructor) An introduction to the science and practice of clinical psychology. Application of psychological principles to the assessment and treatment of mental disorders and behavioral problems in human beings.,Standard Letter,Lecture,56
679,B190,Intro to Communications Studie,3,NULL,"An introduction to communication studies as a field of study, including the concepts, ideas, issues, research methods and theories associated with the discipline.",Standard Letter,Lecture,11
680,B255,Intro to Computational Biology,3,NULL,"{ ISAT B255} (Prerequisite: CSCI B104 or BIOL B101 or consent) Introduction to the Linux operating system, an introduction to computer science and programming using high-level languages, and a survey of various computational tools used in exploring and analyzing biological data.",Standard Letter,Lecture,13
681,B255,Intro to Computational Biology,3,NULL,"{ CSCI B255} (Prerequisite: CSCI B104 or BIOL B101 or consent) Introduction to the Linux operating system, an introduction to computational tools used in exploring and analyzing biological data.",Standard Letter,Lecture,39
682,B150,Intro to Computational Science,3,NULL,"{ ISAT B150} (Prerequisite: two years of college preparatory mathematics or equivalent) Topics include computing theories, programming languages, modeling/simulation and visualization tools, and case studies of problem solving and high performance computing in natural sciences.",Standard Letter,Lecture,13
683,B212,Intro to Computer Architecture,3,NULL,"{ ISAT B212} (Prerequisite: CSCI B211) Organization and architecture of computer systems hardware; instruction set architectures; addressing modes; register transfer notation; processor design and computer arithmetic; memory systems; hardware implementations of virtual memory, and input/output control and devices.",Standard Letter,Lecture,13
684,B212,Intro to Computer Architecture,3,NULL,"{ CSCI B212} (Prerequisite: CSCI B211) Organization and architecture of computer systems hardware; instruction set architectures; addressing modes; register transfer notation; processor design and computer arithmetic; memory systems; hardware implementations of virtual memory, and input/output control and devices.",Standard Letter,Lecture,39
685,B101,Intro to Computer Concepts,3,NULL,"(Prerequisite: two years of college preparatory mathematics or equivalent) History, application and social impact of computers; problem-solving, algorithm development, applications software and programming in a procedural language. Open to all majors.",Standard Letter,Lecture,13
686,B416,Intro to Computer Networks,3,NULL,"{ ISAT B416} (Prerequisite: CSCI B145 or consent) Fundamental concepts in computer networks, protocols, and applications. Topics include: network architectures, transmission media, protocols, wireless networks, routing, security and latest topics.",Standard Letter,Lecture,13
687,B416,Intro to Computer Networks,3,NULL,"{ CSCI B416} (Prerequisite: CSCI B145 or consent) Fundamental concepts in computer networks, protocols, and applications. Topics include: network architectures, transmission media, protocols, wireless networks, routing, security and latest topics.",Standard Letter,Lecture,39
688,B150,Intro to Computer Science,3,NULL,"{ CSCI B150} (Prerequisite: two years of college preparatory mathematics or equivalent) Topics include computing theories, programming languages, modeling/simulation and visualization tools, and case studies of problem solving and high performance computing in natural sciences.",Standard Letter,Lecture,39
689,B201,Intro to Computer Security,3,NULL,"{ CSCI B201} (Prerequisite or Co-requisite: CSCI B104 or ISAT B104) This course will provide students with an introduction to the theory and practice of computer security. Topics to be covered include: security policies, authentication, digital certificates, firewalls, malicious code, legal and ethical issues, and incident handling. [This is the first required course in the ISAT Cybersecurity concentration.]",Standard Letter,Lecture,39
690,B201,Intro to Computer Security,3,NULL,"{ ISAT B201} (Prerequisite or Co-requisite: CSCI B104 or ISAT B104) This course will provide students with an introduction to the theory and practice of computer security. Topics to be covered include: security policies, authentication, digital certificates, firewalls, malicious code, legal and ethical issues, and incident handling. [This is the first required course in the ISAT Cybersecurity concentration.]",Standard Letter,Lecture,13
691,B422,Intro to Data Mining,3,NULL,"{ CSCI B422} (Prerequisite: MATH B230 or CSCI/MATH B280, STAT B340 and CSCI B320) Introduction to information processing techniques and mathematical tools to assemble, access, and analyze data for decision support and knowledge discovery.",Standard Letter,Lecture,39
692,B350,Intro to Data Structures & Alg,3,NULL,"{ CSCI B350} (Prerequisite: CSCI/MATH B280 [or MATH B230 and MATH B242], and CSCI B146 or consent) Core techniques in the scientific computing process; the focus is on numerical methods, data structures, and computing optimization.",Standard Letter,Lecture,39
693,B350,Intro to Data Structures & Alg,3,NULL,"{ ISAT B350} (Prerequisite: CSCI B146 or consent) Core techniques in the scientific computing process; the focus is on numerical methods, data structures, and computing optimization.",Standard Letter,Lecture,13
694,B110,Intro to Descriptive Statistic,3,NULL,"Computational and graphical techniques for organizing and presenting statistical data. Sample mean and sample variance, cross tabulation of categorical data, correlation and simple linear regression, quality control charts, statistical software.",Standard Letter,Lecture,63
695,B317,Intro to Digital Forensics,3,NULL,"{ ISAT B317} (Prerequisite: CSCI B201/ISAT B201 or Permission of Instructor) This course will provide students with an introduction to the field of digital forensics and e-discovery. Topics to be covered include the scientific method of digital forensics, electronic discovery, legal issues related to digital analysis, and mobile technologies. Students will learn basic procedures and requirements for conducting digital forensics on a variety of platforms, including Windows, iOS, and Android devices.",Standard Letter,Lecture,13
696,B317,Intro to Digital Forensics,3,NULL,"{ CSCI B317} (Prerequisite: CSCI B201/ISAT B201 or Permission of Instructor) This course will provide students with an introduction to the field of digital forensics and e-discovery. Topics to be covered include the scientific method of digital forensics, electronic discovery, legal issues related to digital analysis, and mobile technologies. Students will learn basic procedures and requirements for conducting digital forensics on a variety of platforms, including Windows, iOS, and Android devices.",Standard Letter,Lecture,39
